Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
Water Theme 2,Clams Casino,2021-11-17,121929,25,0.43,0.187,10,-11.546,1,0.0268,0.463,0.755,0.185,0.638,74.978,4
Mayonaka no Door / Stay With Me - Club Mix,Miki Matsubara,2009,346093,47,0.675,0.666,5,-9.612,1,0.0297,0.0543,0.0000755,0.122,0.832,108.34,4
Plastic Love,Mariya Takeuchi,2008-05-21,294493,64,0.648,0.875,2,-5.141,0,0.034,0.0747,0.0000964,0.196,0.857,102.517,4
24k,Tkay Maidza,2020-08-07,233537,42,0.784,0.762,2,-6.677,0,0.481,0.285,0,0.626,0.602,117.987,4
Posing In Bondage,Japanese Breakfast,2021-06-04,244691,43,0.581,0.65,1,-7.531,1,0.028,0.00529,0.059,0.125,0.199,104.989,4
aloe,macico,2020-09-23,258000,28,0.768,0.594,1,-7.929,0,0.032,0.216,0.473,0.115,0.869,120.012,4
Baby I'm Bleeding,JPEGMAFIA,2018-01-19,152245,50,0.574,0.859,1,-2.401,1,0.193,0.195,0,0.416,0.828,171.392,4
A Song About the Sun,Kurtis Wells,2021-06-25,210000,0,0.664,0.692,2,-6.836,1,0.0268,0.00313,0.000213,0.104,0.182,129.95,4
Azula,"Joseph Chilliams,FIG",2020-12-10,117621,28,0.833,0.582,6,-8.521,0,0.278,0.136,0.187,0.113,0.564,154.081,4
HB2U - A COLORS SHOW,Isaiah Rashad,2021-08-23,175871,29,0.396,0.695,1,-7.993,0,0.399,0.769,0,0.335,0.551,145.026,4
a tulip with no shadow blossoms (feat. Channel Tres),"AOI,Channel Tres",2021-02-26,103255,37,0.702,0.446,3,-9.759,0,0.155,0.195,0.587,0.275,0.511,171.855,4
We Stayed Up All Night,"Tourist,Ardyn",2017-06-28,265758,2,0.519,0.843,11,-6.508,1,0.0431,0.214,0.000446,0.21,0.592,84.997,4
Waiting,Fabiana Palladino,2020-08-04,207400,26,0.755,0.644,0,-8.601,1,0.0431,0.0957,0.0000523,0.0551,0.695,132.945,4
Have You Decided?,Ruthven,2020-08-04,286893,22,0.524,0.508,5,-11.486,1,0.0506,0.534,0.00196,0.129,0.137,123.985,4
Why Can't We Be Friends,War,1975-01-01,230106,59,0.776,0.68,10,-10.088,1,0.0389,0.179,0,0.483,0.962,92.481,4
Surrender (feat. Curtis Harding),"RÜFÜS DU SOL,Curtis Harding",2021-10-21,336693,54,0.572,0.649,9,-7.91,0,0.0274,0.067,0.0256,0.0931,0.0466,121.978,4
Marea (we’ve lost dancing),"Fred again..,The Blessed Madonna",2021-04-15,285375,75,0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,4
Angie (i’ve been lost) [feat. Angie McMahon],"Fred again..,Angie McMahon",2021-04-15,285093,55,0.72,0.888,11,-9.254,1,0.0847,0.14,0.23,0.0806,0.378,131.97,4
Kyle (i found you),Fred again..,2021-04-15,196071,65,0.76,0.669,5,-9.105,0,0.285,0.0757,0.0215,0.77,0.215,112.023,4
Forget About The Party,Majid Jordan,2021-10-22,200413,0,0.742,0.303,4,-10.579,1,0.0347,0.749,0.00000239,0.103,0.584,109.946,4
Stars Align (with Drake),"Majid Jordan,Drake",2021-10-22,260519,0,0.763,0.667,2,-6.285,1,0.085,0.021,0.000024,0.0715,0.75,95.864,4
Been Through That,Majid Jordan,2021-10-22,194666,0,0.723,0.574,2,-5.926,0,0.0372,0.0097,0,0.0862,0.618,93.955,4
Summer Rain,Majid Jordan,2021-10-22,200133,0,0.705,0.727,8,-4.524,0,0.0386,0.0341,0.0000103,0.428,0.762,120.031,4
Innerbloom,RÜFÜS DU SOL,2016-01-22,578040,1,0.729,0.72,3,-6.692,1,0.037,0.126,0.347,0.178,0.0389,122.011,4
Channel Orange In Your Living Room,Charlie Burg,2020-04-21,158373,47,0.698,0.604,11,-6.489,1,0.0494,0.518,0,0.07,0.832,118.692,4
Easy,Mac Ayres,2017-08-11,314357,60,0.722,0.281,5,-7.487,1,0.104,0.373,0.00509,0.147,0.237,91.368,4
It Takes Two,Fiji Blue,2021-02-25,159012,0,0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,4
Softly Spoken,Phum Viphurit,2019-09-08,266138,46,0.74,0.544,2,-12.847,1,0.0335,0.375,0.00961,0.0967,0.45,100.979,4
4EVER,Clairo,2018-04-27,159595,72,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,4
4 H 4 2,"Smoothtrial42,Shyguy",2015-09-19,123750,43,0.634,0.532,4,-11.422,0,0.128,0.607,0.903,0.102,0.267,109.557,4
Language,"Paperboy Fabe,Brent Faiyaz",2017-05-12,150360,77,0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,4
Crushcrushcrush,"Coco & Clair Clair,Paul Maxwell",2017-11-15,176640,54,0.755,0.759,8,-6.901,1,0.0651,0.0422,0.000106,0.12,0.532,125.038,4
Wicked City,"Bobby Raps,SinGrinch",2015-09-23,242193,22,0.296,0.283,0,-12.016,1,0.0722,0.26,0.0743,0.23,0.114,144.245,4
I Be That Mf,"Soudiere,Dj Smokey,Mr sisco",2020-08-24,299304,38,0.454,0.544,10,-7.188,0,0.0401,0.00658,0.522,0.184,0.239,160.012,4
Goddamnit Golda,Mr. Carmack,2019-05-01,95033,0,0.748,0.583,7,-8.168,1,0.0654,0.034,0.891,0.104,0.594,149.042,4
FANTAZIA,Roy Blair,2019-09-06,336659,0,0.866,0.526,11,-7.128,0,0.24,0.314,0.000387,0.173,0.651,126.001,4
Expressing What Matters,Disclosure,2020-08-28,263213,50,0.781,0.813,11,-8.164,0,0.0914,0.015,0.844,0.128,0.728,119.995,4
Porto,Worakls,2014-02-18,330000,56,0.678,0.713,8,-6.451,1,0.0487,0.00136,0.865,0.0837,0.19,127.993,4
Coming Back (feat. SZA),"James Blake,SZA",2021-10-08,195905,58,0.653,0.496,10,-7.262,0,0.0868,0.625,0.274,0.151,0.102,86.013,4
Say What You Will,James Blake,2021-10-08,280993,42,0.504,0.361,1,-10.625,1,0.0357,0.963,0.00636,0.179,0.248,78.158,4
Lost Angel Nights,James Blake,2021-10-08,239497,37,0.374,0.341,7,-10.488,1,0.0366,0.89,0.00378,0.0928,0.0958,129.214,4
Imperium,Madeon,2015-03-24,198853,14,0.647,0.946,1,-1.72,1,0.0767,0.000122,0.0355,0.158,0.452,110.017,4
Lil Baby Crush,Jordan Ward,2021-09-08,141520,61,0.858,0.435,6,-9.611,0,0.116,0.566,0.0893,0.106,0.824,136.891,4
When I'm Nothing,"DMX,Stephanie Mills",2001-01-01,273226,29,0.49,0.908,10,-3.887,0,0.244,0.386,0,0.119,0.774,203.656,4
Dribble - Remix,"Sycco,RIZ LA VIE",2020-10-21,241885,0,0.572,0.7,11,-5.266,0,0.0771,0.143,0,0.13,0.707,94.005,4
Moon,Taedo Bills,2020-12-28,390215,28,0.633,0.263,11,-15.836,1,0.0572,0.828,0,0.116,0.247,138.85,4
Cosmic Feeling,Flamingosis,2021-06-25,271704,26,0.517,0.927,1,-11.408,0,0.0934,0.00774,0.19,0.0891,0.435,88.002,4
Not as Blue,"RickExpress,Topaz Jones,Alissia",2021-06-11,263929,0,0.678,0.722,4,-6.588,0,0.0631,0.783,0.0000373,0.091,0.668,80.013,4
Midnight Diner,oksami,2020-06-15,170602,27,0.561,0.514,0,-12.031,1,0.0733,0.423,0.534,0.64,0.235,83.011,4
Why You in LA,Keys Open Doors,2020-03-15,188839,32,0.939,0.322,11,-9.463,1,0.304,0.0973,0.0000921,0.0883,0.425,114.317,4
Do You Feel High?,Pink Skies,2020-06-12,195293,37,0.561,0.628,0,-7.824,1,0.0272,0.0000244,0.781,0.136,0.131,140.043,4
Chemicals,SG Lewis,2020-04-24,254871,49,0.616,0.854,11,-4.749,0,0.368,0.12,0,0.322,0.801,113.982,4
Hang Up,"WRLD,Savoi",2018-04-06,199500,47,0.665,0.834,5,-3.845,0,0.0278,0.00506,0.00195,0.153,0.293,120.049,4
Race My Mind,Drake,2021-09-03,269883,63,0.488,0.635,10,-7.19,1,0.26,0.179,0.00000816,0.156,0.783,174.072,4
Spill (feat. Bas),"Anik Khan,Bas",2021-09-10,209361,16,0.781,0.849,9,-5.857,1,0.273,0.516,0,0.107,0.718,93.979,4
ILLUSION SUR MAUNA LOA,Varnish La Piscine,2020-03-13,301704,37,0.525,0.635,6,-5.671,0,0.0791,0.23,0.00117,0.128,0.741,99.961,4
killer tune kills me,"KIRINJI,YonYon",2019-11-20,250600,50,0.787,0.414,1,-8.745,1,0.0379,0.399,0.587,0.14,0.0486,104.999,4
Notice Me,"tobi lou,MIA GLADSTONE",2020-10-21,155742,31,0.373,0.437,0,-11.329,1,0.0367,0.893,0.00000101,0.362,0.556,86.779,3
Georgia Peaches,Mir Fontane,2020-08-14,186407,0,0.815,0.631,4,-6.838,0,0.119,0.0814,0,0.107,0.879,103.006,4
Waves of Blue,Majid Jordan,2021-04-09,208746,0,0.652,0.861,6,-4.863,0,0.0565,0.00743,0.0000225,0.337,0.333,99.983,4
Natural Ways,Kupla,2020-07-31,171023,0,0.502,0.516,9,-8.533,0,0.0395,0.64,0.908,0.19,0.149,81.984,4
IMY2 (with Kid Cudi),"Drake,Kid Cudi",2021-09-03,252378,62,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,4
No Friends In The Industry,Drake,2021-09-03,204346,67,0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,4
Keep My Spirit Alive,Kanye West,2021-08-29,221385,0,0.467,0.655,0,-6.548,1,0.338,0.245,0.000172,0.167,0.0627,166.382,4
No Child Left Behind,Kanye West,2021-08-29,178061,0,0.161,0.327,1,-8.059,0,0.0341,0.00632,0.792,0.138,0.0815,135.382,3
Heaven and Hell,Kanye West,2021-08-29,145301,0,0.764,0.422,0,-7.265,0,0.119,0.0409,0,0.152,0.268,82.986,4
Pure Souls,Kanye West,2021-08-29,358621,0,0.381,0.528,5,-6.997,1,0.0449,0.102,0,0.269,0.256,97.207,4
Come to Life,Kanye West,2021-08-29,310393,0,0.44,0.465,3,-6.592,1,0.0318,0.689,0.00000126,0.384,0.241,126.937,4
Jail pt 2,Kanye West,2021-08-29,297000,0,0.7,0.572,4,-6.459,1,0.0515,0.453,0,0.0871,0.686,109.985,4
Believe What I Say,Kanye West,2021-08-29,242400,0,0.595,0.656,7,-7.868,1,0.247,0.148,0,0.47,0.416,99.811,4
Fanfare,Magic City Hippies,2015-07-24,264000,0,0.585,0.62,6,-9.075,1,0.0538,0.0124,0.0164,0.135,0.725,80.021,4
8 Money,Giants' Nest,2019-05-31,192225,32,0.721,0.771,1,-6.001,1,0.0381,0.177,0.332,0.12,0.189,114.993,4
プライベートアイランド,death's dynamic shroud,2014-10-07,331415,0,0.472,0.907,0,-6.444,1,0.048,0.0147,0.939,0.826,0.299,80.006,4
INTOXICATED,Indica,2019-02-01,172000,24,0.834,0.644,10,-2.699,1,0.0527,0.0807,0.0000393,0.142,0.427,120.015,4
Tuesday (feat. Danelle Sandoval),"Burak Yeter,Danelle Sandoval",2016-09-02,241874,69,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,4
Falling Down - Bonus Track,"Lil Peep,XXXTENTACION",2018-11-09,196400,81,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4
Starfoxx,Shaboozey,2017-02-22,235986,41,0.682,0.842,2,-5.451,1,0.165,0.109,0.496,0.142,0.303,75.493,4
Surreal,"Louis Futon,RKCB",2017-03-10,238651,31,0.3,0.654,0,-5.889,1,0.235,0.243,0,0.128,0.211,178.064,4
Hallucinogenics - Vallis Alps Remix,"Matt Maeson,Vallis Alps",2016-02-04,190016,53,0.782,0.469,0,-10.876,1,0.154,0.897,0.0339,0.107,0.228,122.02,4
Feel So Close - Radio Edit,Calvin Harris,2012-10-29,206413,84,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
Disco Man,Remi Wolf,2020-06-24,192000,65,0.686,0.682,6,-7.656,0,0.0459,0.0443,0.0131,0.43,0.854,84.985,4
OUTTA MY MIND,Monsune,2019-08-30,226005,57,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,4
Bouncin,Tinashe,2021-08-06,175092,39,0.753,0.771,0,-6.44,1,0.0475,0.189,0.000109,0.0712,0.718,83.041,4
Lay Wit Ya (feat. Duke Deuce),"Isaiah Rashad,Duke Deuce",2021-07-30,202331,49,0.913,0.861,1,-7.36,1,0.204,0.0332,0.00000426,0.766,0.969,140.003,4
Look at the Sky,Porter Robinson,2021-04-23,309985,55,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,4
OK - with Remi Wolf & Solomonophonic,"Wallows,Remi Wolf,Solomonophonic",2021-02-05,162206,43,0.652,0.855,10,-4.401,1,0.0434,0.297,0,0.208,0.8,144.978,4
Data & Picard,Pogo,2016-12-30,185288,42,0.808,0.65,6,-9.351,1,0.0628,0.28,0.254,0.359,0.813,120.008,4
Whatitdo,Pogo,2020-12-25,121216,22,0.625,0.62,1,-9.342,0,0.0752,0.0306,0.812,0.3,0.707,195.983,4
Lilac,"Jinsang,Etymology Records",2021-05-21,145285,17,0.735,0.407,2,-9.832,1,0.0338,0.848,0.89,0.115,0.568,86.683,4
Magic City,Lordsun,2017-09-26,217370,16,0.794,0.721,11,-8.099,0,0.178,0.124,0.000388,0.0889,0.602,116.073,4
Instant Crush (feat. Julian Casablancas),"Daft Punk,Julian Casablancas",2013-05-20,337560,75,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4
Castaway,"Yuna,Tyler, The Creator",2019-07-12,269893,41,0.623,0.761,0,-6.084,1,0.0312,0.0223,0.000246,0.39,0.456,99.055,4
Amber,311,2004-06-08,211080,66,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,4
Experience,"Victoria Monét,Khalid,SG Lewis",2020-08-07,176773,60,0.614,0.809,9,-4.749,1,0.0738,0.0105,0.000353,0.148,0.354,112.023,4
Dandelion,"Galantis,JVKE",2021-01-08,140011,57,0.8,0.66,0,-4.903,1,0.158,0.158,0.02,0.14,0.634,117.923,4
Giant (with Rag'n'Bone Man),"Calvin Harris,Rag'n'Bone Man",2019-01-11,229184,69,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4
Rasputin,"Majestic,Boney M.",2021-02-26,186209,78,0.758,0.913,6,-2.926,0,0.113,0.00364,0.0000692,0.193,0.658,128.04,4
Perceptions,"Honshu Lo fi,Caleb Belkin",2021-04-09,115914,6,0.709,0.274,1,-14.47,1,0.0949,0.0283,0.0000573,0.128,0.636,135.125,4
Cucumber Water,Biskwiq,2018-01-07,203859,40,0.881,0.768,1,-4.873,0,0.304,0.132,0.000153,0.14,0.534,92.075,4
Mystery Lady - ChopNotSlop Remix,"Masego,DJ Candlestick,OG Ron C,Don Toliver",2020-12-18,312755,35,0.766,0.395,8,-13.631,1,0.143,0.371,0,0.105,0.587,126.906,4
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator,YoungBoy Never Broke Again,Ty Dolla $ign",2021-06-25,121572,73,0.493,0.653,0,-5.666,0,0.0466,0.269,0,0.511,0.852,142.347,4
That's How It Goes,"Nana Lourdes,Luther",2020-10-22,213809,0,0.758,0.687,11,-5.633,1,0.0316,0.0276,0.00971,0.12,0.886,104.408,4
Real Magic,"Ricky Reed,Terrace Martin,St. Panther",2020-08-28,242176,0,0.847,0.453,0,-6.583,1,0.0798,0.187,0.00912,0.103,0.143,139.97,4
Golden,Kiefer,2019-09-20,190791,26,0.698,0.537,4,-9.191,0,0.0498,0.311,0.93,0.127,0.741,79.927,4
How Long Have You Been Away?,kryptogram,2021-04-30,208570,59,0.806,0.753,11,-6.247,0,0.0534,0.031,0.5,0.0545,0.846,122.99,4
Halos,Cool Company,2020-02-28,231493,0,0.689,0.596,8,-6.396,1,0.0569,0.678,0,0.114,0.648,135.973,4
RERUN,"Snowy Weather,MOSSBOY",2021-06-17,183000,0,0.623,0.691,11,-6.26,0,0.0335,0.166,0.411,0.103,0.638,159.926,4
JUMO (feat. Valee),"Zaia,Valee",2020-05-13,187160,32,0.762,0.702,1,-9.938,0,0.0758,0.08,0.129,0.246,0.978,150.989,4
Highest In The Room,"MELON,Dance Fruits Music",2020-05-29,173750,0,0.742,0.699,5,-7.458,0,0.0449,0.436,0.000529,0.147,0.428,124.98,4
Higher Love,"Kygo,Whitney Houston",2020-05-29,228267,73,0.693,0.678,8,-7.159,1,0.0324,0.0151,0.00000571,0.101,0.404,103.952,4
Feathered Indians,Tyler Childers,2017-08-04,224946,78,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,4
Eenie Meenie,"Sean Kingston,Justin Bieber",2010-03-23,201946,78,0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,4
Mara,Jack Garratt,2020-02-05,362683,23,0.728,0.469,1,-8.56,1,0.0922,0.0762,0.0559,0.0852,0.493,160.031,4
Onlysmokecigsontheweekend,"Walkabout,Chris Ryan",2020-10-23,148200,18,0.861,0.369,6,-13.162,0,0.0585,0.736,0.00873,0.104,0.385,100.058,4
Back on the Fence,"Healy,Becky and the Birds",2021-01-13,231157,26,0.646,0.466,6,-8.785,1,0.0365,0.694,0.000356,0.101,0.265,94.966,4
Sunrise,GLORYWAVE,2021-05-21,310000,0,0.791,0.444,6,-10.204,1,0.182,0.0126,0.386,0.368,0.368,119.958,4
Touch,"Dillon Francis,BabyJake",2020-04-15,177658,52,0.742,0.644,0,-7.284,1,0.0577,0.221,0.0391,0.105,0.614,104.027,4
Damn Fine Coffee,Mtbrd,2020-06-05,192000,43,0.671,0.625,7,-11.012,1,0.375,0.0712,0.0192,0.175,0.308,179.967,4
Settle,"xander.,xxyyxx",2020-07-10,182479,23,0.661,0.62,9,-11.896,0,0.0625,0.287,0.83,0.127,0.305,150.108,4
Close To You,Dayglow,2021-05-21,194693,0,0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,4
Saw You In A Dream,The Japanese House,2017-06-30,208280,57,0.607,0.451,4,-8.206,1,0.0286,0.0604,0,0.19,0.676,94.054,4
Solar Power,Lorde,2021-06-10,192621,0,0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971,4
Pressure,Photay,2020-06-12,318034,0,0.675,0.708,1,-7.746,1,0.0372,0.101,0.471,0.264,0.347,104.974,4
Need Your Love,Tennis,2020-02-14,231080,44,0.374,0.661,2,-5.713,1,0.0406,0.0336,0.000089,0.0938,0.946,163.926,4
Stay High again..,"Brittany Howard,Fred again..,Joy Anonymous",2021-03-02,257560,1,0.644,0.928,11,-5.94,1,0.147,0.0303,0.00167,0.499,0.527,128.014,4
Max Lush,GODTET,2019-07-19,249504,20,0.336,0.671,2,-12.599,0,0.079,0.531,0.792,0.136,0.233,115.408,4
Moon Rider (feat. Wrabel),"Jai Wolf,Wrabel",2020-01-14,218000,47,0.572,0.57,4,-6.99,0,0.0251,0.0436,0.0585,0.122,0.279,104.982,4
Petrichor,Yasumu,2021-05-06,150371,0,0.737,0.293,4,-15.078,1,0.0686,0.604,0.952,0.393,0.338,138.097,4
Do You Ever,James Blake,2020-10-14,224718,33,0.767,0.491,1,-6.572,1,0.0437,0.635,0.00575,0.273,0.442,110.029,4
Won't Be Gone Long,GRiZ,2020-09-17,224680,36,0.395,0.774,5,-6.138,0,0.201,0.0708,0,0.368,0.457,187.918,4
Sunday Mornin' Comin' Down,Johnny Paycheck,2017-12-20,258866,4,0.578,0.362,1,-14.156,1,0.0412,0.965,0.221,0.0856,0.52,77.962,4
90210,Justice Der,2020-01-17,382000,37,0.673,0.177,9,-13.491,0,0.0523,0.946,0.894,0.109,0.244,121.515,4
Negroni Summer,Donny Benét,2020-05-22,228210,0,0.574,0.544,4,-9.633,0,0.0796,0.036,0.229,0.0701,0.621,116.159,4
R U HIGH (feat. Mallrat),"The Knocks,Mallrat",2021-03-26,239456,40,0.739,0.628,8,-4.137,1,0.0703,0.0245,0,0.266,0.634,120.944,4
Are We Safe?,Intalekt,2019-02-15,298691,17,0.42,0.31,1,-11.207,1,0.0677,0.639,0.856,0.0718,0.0648,75.415,4
The Way It Was,The Killers,2012-09-17,231160,56,0.661,0.801,1,-4.998,0,0.0246,0.0104,0.0000177,0.0738,0.517,105.994,4
Baby Can I Hold You,Tracy Chapman,1988-04-05,193120,74,0.692,0.422,2,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,4
The Light,Metronomy,2019-09-13,272973,54,0.846,0.363,2,-11.565,1,0.115,0.0581,0.0988,0.105,0.572,96.005,4
Never Fall in Love Again,"Desired,ConsciousThoughts",2017-01-08,187820,36,0.553,0.902,0,-5.97,1,0.617,0.00616,0.0152,0.222,0.458,128.061,4
Pop Therapy,Video Age,2018-06-15,180906,0,0.9,0.346,9,-8.246,1,0.11,0.845,0.477,0.112,0.845,121.321,4
HIT EM WHERE IT HURTS,PawPaw Rod,2020-09-18,165499,0,0.78,0.721,6,-6.371,1,0.214,0.126,0.00235,0.078,0.824,178.036,4
Real Love Baby,Father John Misty,2016-07-26,189293,79,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,4
Imagination,Foster The People,2019-06-21,256266,67,0.744,0.642,2,-4.6,0,0.031,0.115,0.0000395,0.279,0.63,94.988,4
Cotton Candy Grapes,"Burrito Brown,Ian Ewing",2021-02-19,160490,17,0.535,0.585,10,-9.768,1,0.0479,0.0674,0.709,0.244,0.114,163.053,4
Ferris Wheel - Terrace Martin Remix,"Sylvan Esso,Robert Glasper,Terrace Martin",2020-11-12,177933,32,0.853,0.414,0,-8.595,1,0.0996,0.4,0.000196,0.127,0.468,102.047,4
Fallin' Apart,"Young Franco,Denzel Curry,Pell",2020-11-27,124493,48,0.766,0.8,4,-7.676,1,0.321,0.0455,0,0.672,0.806,111.126,4
Just for You,letherette,2019-04-05,272239,36,0.735,0.738,9,-8.745,0,0.104,0.0106,0.539,0.0745,0.182,116.946,4
I Wonder Why,"Joesef,Loyle Carner",2020-07-16,228347,0,0.619,0.654,0,-8.541,0,0.0425,0.209,0.00332,0.0604,0.726,80,4
WORTH IT,Jay Prince,2020-12-11,226548,26,0.741,0.721,7,-7.925,1,0.0392,0.636,0.00118,0.4,0.798,100.025,4
The Way You Move (feat. Sleepy Brown),"Outkast,Sleepy Brown",2003,234000,68,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,4
Photo ID (with Dominic Fike),"Remi Wolf,Dominic Fike",2021-03-03,207927,57,0.747,0.822,1,-5.15,1,0.0893,0.192,0,0.288,0.862,115.937,4
Get Along (feat. Anderson .Paak & Blu),"Elements of Music,Anderson .Paak,Blu",2015-04-25,263628,49,0.586,0.724,0,-6.102,1,0.265,0.567,0.00000798,0.105,0.504,85.08,4
Smithereens,"Rasharn Powell,AB001",2020-05-21,162681,0,0.528,0.494,1,-10.421,0,0.0497,0.448,0.0000139,0.106,0.399,72.031,4
Where U At?,Chinatown Slalom,2019-06-21,172240,31,0.565,0.614,11,-6.277,1,0.397,0.0536,0.0000599,0.0696,0.529,69.898,4
What I Wanted,Tungz,2019-10-01,274000,0,0.624,0.449,1,-12.355,0,0.0323,0.116,0.00292,0.0957,0.267,136.09,4
The Curse (feat. Mac Demarco),"Yellow Days,Mac DeMarco",2020-09-18,305512,40,0.605,0.49,0,-7.148,1,0.0465,0.128,0.000119,0.38,0.355,140.172,4
Essenced,Oatmello,2020-07-03,199480,0,0.669,0.39,11,-9.996,1,0.269,0.766,0.866,0.0721,0.196,76.979,4
Anomalie bleue,L'Impératrice,2021-03-26,232178,48,0.849,0.378,0,-11.972,0,0.0455,0.324,0.583,0.293,0.229,116.998,4
Price Tags (feat. Anderson .Paak) - kryptogram Remix,"Jazmine Sullivan,Anderson .Paak,kryptogram",2021-04-16,221875,33,0.809,0.876,6,-6.504,1,0.0602,0.0192,0.0000876,0.372,0.835,118.982,4
Groovin',"Flamingosis,Yung Bae",2016-02-16,213559,0,0.707,0.886,11,-3.432,1,0.0603,0.000699,0.396,0.117,0.75,117.976,4
Take Me Away,Bon Lui,2019-05-10,273411,14,0.602,0.635,0,-12.275,1,0.0541,0.00389,0.793,0.0919,0.143,120.023,4
Sunrise,"Alice Ivy,Cadence Weapon",2020-07-17,219026,0,0.483,0.806,1,-4.977,1,0.171,0.0373,0.000533,0.0996,0.396,114.028,4
In My Mind,"Alice Ivy,Ecca Vandal",2020-07-17,176893,0,0.441,0.611,0,-8.687,0,0.0438,0.502,0.000351,0.175,0.493,71.601,4
WHEN I BALL,BROCKHAMPTON,2021-04-09,203226,35,0.663,0.805,11,-5.618,0,0.183,0.326,0,0.336,0.615,82.024,4
You,Mk.gee,2018-05-18,310597,51,0.808,0.657,5,-6.67,1,0.298,0.526,0.00444,0.075,0.786,88.932,4
Stay Gold,Android52,2017-03-08,231888,29,0.708,0.635,0,-11.062,1,0.0372,0.114,0.646,0.501,0.206,117.016,4
Cry for You (You'll Never See Me Again) In the Style of September,Sunfly Karaoke,2011-06-21,185160,0,0.721,0.954,9,-5.941,1,0.0307,0.208,0.881,0.055,0.96,130.03,4
Sunshine,Yung Bae,2017-02-24,180000,0,0.676,0.922,6,-7.325,0,0.0563,0.00544,0.136,0.257,0.631,128.041,4
D.A.N.C.E. - MSTRKRFT Remix,"Justice,MSTRKRFT",2007-10-29,280106,33,0.721,0.801,11,-2.685,0,0.103,0.0000761,0.0355,0.0595,0.88,125.951,4
smile more smile more smile more,HONNE,2020-07-03,221920,29,0.647,0.688,1,-9.323,1,0.32,0.346,0.421,0.129,0.629,173.061,4
Good Times,CHIC,1979-07-30,495400,62,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,4
Youaresodistant,bl00dwave,2016-08-05,145500,14,0.402,0.344,1,-13.276,1,0.0307,0.897,0.87,0.109,0.0364,79.982,4
Bae City Rollaz,"Yung Bae,Natvnomvzik",2014-07-18,220975,0,0.661,0.967,6,-3.664,0,0.562,0.00508,0.00175,0.158,0.164,126.148,4
Running Red Lights,"The Avalanches,Rivers Cuomo,Pink Siifu",2020-12-11,279480,41,0.674,0.686,2,-6.08,1,0.0237,0.227,0,0.39,0.625,100.502,4
FTA,Whitney,2019-11-22,147585,0,0.554,0.459,5,-11.764,0,0.0347,0.9,0.801,0.268,0.326,91.727,4
Time (You and I),Khruangbin,2020-06-26,342189,0,0.751,0.49,11,-13.679,1,0.0453,0.00932,0.145,0.0725,0.925,105.407,4
LoveStoned / I Think She Knows (Interlude),Justin Timberlake,2006-09-12,444333,55,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,4
Borderline,Jordan Rakei,2020-03-13,255239,52,0.546,0.595,5,-7.305,1,0.0441,0.341,0.000546,0.0861,0.23,92.146,4
Fun Tonight,Macross 82-99,2015-10-21,162461,52,0.612,0.938,10,-7.253,0,0.0562,0.0000251,0.717,0.329,0.595,129.994,4
Otter Pop,"Shawn Wasabi,Hollis",2017-07-13,167741,35,0.8,0.795,0,-3.938,1,0.0281,0.376,0.00115,0.493,0.607,92.976,4
whoa,GLORYWAVE,2021-03-11,147000,0,0.704,0.465,5,-11.071,0,0.269,0.2,0.0168,0.156,0.328,159.999,4
