Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
Last Day On Earth,beabadoobee,2021-03-24,222357,51,0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,4
Games,Sam Gellaitry,2021-05-13,231968,31,0.414,0.823,6,-4.152,0,0.0527,0.305,0,0.173,0.151,140.855,4
Poolside,"THE ANXIETY,WILLOW,Tyler Cole",2020-03-13,224026,42,0.428,0.7,9,-8.184,0,0.275,0.153,0,0.23,0.334,96.62,4
Frankenstein (feat. A$AP Rocky),"Swedish House Mafia,A$AP Rocky",2022-04-15,207360,49,0.531,0.612,1,-7.966,1,0.306,0.0119,0.0000984,0.311,0.226,105.997,4
Chicken Soup,"Skrillex,Habstrakt",2017-05-05,207292,49,0.823,0.815,11,-3.947,1,0.134,0.00129,0.0494,0.599,0.474,125.989,4
VIPs,"Skrillex,MUST DIE!",2016-01-29,226560,29,0.726,0.997,2,-0.156,1,0.0668,0.0186,0.116,0.685,0.525,125.007,4
Doses & Mimosas,Cherub,2014,323253,70,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,4
Don't You Forget About Me,Totally Enormous Extinct Dinosaurs,2018-07-13,348000,0,0.292,0.4,8,-11.706,1,0.0349,0.169,0.00446,0.111,0.12,72.44,4
Heaven's Only Wishful - Extended Version,MorMor,2018-06-22,321764,0,0.811,0.424,4,-6.798,0,0.0321,0.00457,0.4,0.0802,0.831,99.992,4
How Do You Feel,Post Animal,2020-02-14,343884,0,0.437,0.679,1,-7.607,0,0.0374,0.126,0.0105,0.0816,0.391,79.788,4
Buzzed,"¿Téo?,WILLOW",2021-06-11,159732,59,0.599,0.484,8,-11.866,1,0.06,0.652,0.0104,0.0962,0.371,152.001,4
The Party Update,"Cazztek,Neon Steve",2022-03-03,220800,10,0.729,0.983,8,-3.023,1,0.0507,0.0515,0.524,0.0232,0.808,124.968,4
Issa Vibe,"Wax Motif,BRKLYN",2022-02-18,168780,52,0.66,0.956,5,-7.227,1,0.0499,0.00249,0.706,0.385,0.752,122.998,4
It's A Killa,"FISHER,Shermanology",2022-03-11,200028,57,0.78,0.914,7,-5.283,1,0.0435,0.00356,0.00701,0.151,0.81,125.986,4
"New Person, Same Old Mistakes",Tame Impala,2015-07-17,363240,77,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,4
Lovin' It (feat. Joe Scudda),Little Brother,2005-09-13,231720,42,0.363,0.937,5,-5.695,1,0.599,0.456,0,0.761,0.416,174.149,4
Duo,Sam Gellaitry,2021-04-15,126700,45,0.805,0.7,10,-3.064,0,0.155,0.0547,0,0.04,0.832,127.034,4
About You,"Sonny Fodera,Biscits",2022-03-04,218500,49,0.566,0.868,3,-6.532,0,0.0487,0.00666,0.918,0.0669,0.611,125.984,4
game point,weird inside,2021-03-19,195483,30,0.631,0.563,0,-6.39,0,0.0297,0.3,0.0163,0.11,0.0394,92.96,4
Wide Open (feat. Ta-ku & Masego) - Cabu & Ta-ku Remix,"Wafia,Ta-ku,Masego,Cabu",2021-09-17,178742,40,0.73,0.555,10,-7.874,0,0.106,0.0872,0.000492,0.143,0.33,100.007,4
Hush - Still Woozy Remix,"The Marías,Still Woozy",2021-09-16,182346,62,0.708,0.554,10,-6.83,0,0.0311,0.403,0.0428,0.126,0.564,103.999,4
All the things,Yung Lean,2022-04-07,174516,34,0.538,0.481,3,-7.932,0,0.0365,0.0119,0.000458,0.106,0.13,124.012,4
Waterfall,Yung Lean,2022-04-07,270472,32,0.125,0.541,7,-9.935,1,0.0354,0.512,0.0223,0.091,0.112,87.199,3
Pump It Up,Dance System,2022-04-01,263111,5,0.692,0.812,9,-5.107,0,0.0411,0.00012,0.745,0.0904,0.273,135.029,4
Remember,"BAYNK,Rainsford",2022-01-14,233389,27,0.768,0.716,8,-7.652,1,0.073,0.202,0.459,0.0897,0.438,118.03,4
Ultraviolet,GLORYWAVE,2022-04-01,365217,0,0.705,0.558,1,-6.437,1,0.1,0.119,0.135,0.0961,0.0522,114.97,4
Infrared,GLORYWAVE,2022-04-01,337758,0,0.46,0.68,11,-7.692,1,0.0457,0.00379,0.000157,0.234,0.069,116.245,4
Illuminated,GLORYWAVE,2022-04-01,224000,0,0.557,0.653,0,-6.357,1,0.063,0.0134,0,0.0748,0.339,104.993,4
Southern Comfort,GLORYWAVE,2022-04-01,300000,0,0.67,0.696,0,-8.226,1,0.0276,0.000825,0.0145,0.125,0.629,122.974,4
Featherweight,GLORYWAVE,2022-04-01,277500,0,0.631,0.781,5,-6.158,1,0.0283,0.0108,0.00142,0.096,0.325,128.032,4
Wavelengths,GLORYWAVE,2022-04-01,241935,0,0.828,0.692,0,-6.847,1,0.0418,0.0771,0.503,0.0803,0.309,124.022,4
Right Away,GLORYWAVE,2022-04-01,220173,0,0.674,0.726,5,-7.161,0,0.222,0.0629,0.0372,0.0724,0.745,115.005,4
Interstellar,GLORYWAVE,2022-04-01,163880,0,0.635,0.776,7,-6.391,1,0.0329,0.0117,0.000237,0.0968,0.502,133.937,4
No Textbook,GLORYWAVE,2022-04-01,170000,0,0.77,0.706,4,-7.328,0,0.0455,0.0126,0.00422,0.227,0.478,105.009,4
Timeless,GLORYWAVE,2022-04-01,207306,0,0.606,0.802,0,-8.275,0,0.335,0.13,0,0.153,0.523,97.764,4
Livin,Tripp St.,2021-03-05,290666,0,0.612,0.736,1,-4.962,1,0.0364,0.0732,0.368,0.11,0.114,90.032,4
First Breath,Tash Hills,2020-11-13,202173,17,0.747,0.774,1,-4.697,0,0.0481,0.024,0.297,0.0364,0.944,119.981,4
Stay,"Yb.,S V W",2019-07-05,141584,30,0.706,0.542,5,-9.548,0,0.0433,0.734,0.0000172,0.146,0.488,102,4
Louie Bag (feat. Smino),"Yebba,Smino",2021-09-10,223000,49,0.725,0.614,1,-7.98,0,0.1,0.627,0.204,0.113,0.655,141.213,4
Say Yes (feat. TOKiMONSTA),"VanJess,TOKiMONSTA",2021-09-17,233653,38,0.733,0.765,5,-6.127,0,0.0642,0.159,0.0049,0.103,0.401,121.026,4
Silver Screen,Kartell,2021-02-19,213786,20,0.591,0.6,11,-8.823,0,0.0304,0.384,0.953,0.163,0.499,142.076,4
Daylight,Matt and Kim,2009-01-20,171333,64,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,4
QADIR - BADBADNOTGOOD Remix,"Nick Hakim,BADBADNOTGOOD",2021-02-26,261644,0,0.373,0.819,10,-4.013,0,0.0478,0.018,0.503,0.415,0.604,105.013,4
You Belong To Me,Jo Stafford,2001-01-01,192560,50,0.371,0.145,5,-14.587,1,0.0315,0.945,0,0.112,0.167,68.722,4
Eventually,Tame Impala,2015-07-17,318591,75,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,4
Kyoto - The Marías Remix,"Phoebe Bridgers,The Marías",2021-08-19,218293,33,0.601,0.749,1,-5.614,0,0.133,0.311,0.00000268,0.156,0.88,113.116,4
Fade,"Rome in Silver,POPCULTR",2020-02-12,285897,0,0.744,0.788,9,-5.056,1,0.0526,0.321,0.279,0.309,0.113,117.003,4
Zenith,"Kavinsky,Prudence,Morgan Phalen",2022-02-04,281106,32,0.403,0.646,0,-8.19,0,0.0372,0.443,0.000557,0.131,0.418,93.981,4
Troubles [Feat. T-Pain],"Denzel Curry,T-Pain",2022-03-25,160000,51,0.78,0.751,7,-4.681,0,0.177,0.546,0.0000336,0.176,0.899,180.008,4
The Ills,Denzel Curry,2022-03-25,202853,47,0.729,0.685,10,-7.318,0,0.284,0.383,0,0.0624,0.46,83.667,4
I Will Survive - Single Version,Gloria Gaynor,2000-01-01,198066,66,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,4
Outsider,Kavinsky,2022-03-25,279733,40,0.575,0.6,9,-9.816,0,0.03,0.0208,0.833,0.144,0.0727,100.004,4
MANGO (Louis Futon & Robotaki Remix) [feat. Adi Oasis & Masego],"KAMAUU,Adi Oasis,Louis Futon,Robotaki,Masego",2021-04-02,204631,20,0.323,0.836,2,-6.39,0,0.113,0.0741,0.000021,0.0935,0.655,90.516,4
Couple Bandz,"Snakehips,Promnite",2022-03-18,224287,24,0.694,0.955,11,-3.436,0,0.0816,0.0034,0.676,0.387,0.748,121.961,4
Pool,"Still Woozy,Remi Wolf",2022-03-17,223000,56,0.664,0.477,0,-10.53,1,0.0551,0.394,0.0000415,0.136,0.273,100.046,4
Rocket Science,Elènne,2021-04-20,260250,0,0.697,0.564,8,-10.255,0,0.0352,0.131,0.297,0.0882,0.308,149.46,4
Assumptions,Sam Gellaitry,2021-05-13,220838,58,0.639,0.815,11,-4.718,1,0.221,0.123,0.00113,0.193,0.443,126.055,4
NEW WAVE,Sam Gellaitry,2022-03-11,228798,34,0.641,0.806,5,-4.673,0,0.179,0.00365,0.0000082,0.0982,0.533,128.043,4
Rainfall (Praise You),Tom Santa,2022-02-18,166569,74,0.767,0.862,5,-5.464,0,0.0606,0.14,0.0092,0.252,0.509,128.039,4
Lotus Eater,Mura Masa,2014-11-17,145655,39,0.571,0.373,11,-8.068,1,0.348,0.736,0.458,0.141,0.501,135.796,1
Take Me Where Your Heart Is,Q,2021-06-04,192896,64,0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0977,0.419,89.981,4
No Roof Access,Kyle Lux,2019-11-15,201874,0,0.76,0.735,2,-5.881,1,0.031,0.0699,0.011,0.106,0.305,94.998,4
Marlene Dietrich,black midi,2021-05-26,173984,37,0.602,0.434,7,-11.047,1,0.0282,0.886,0.207,0.108,0.463,114.864,4
X,"Nicky Jam,J Balvin",2019-11-01,172854,77,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4
Paint Me Silver,Pond,2017-05-05,224973,50,0.335,0.825,8,-5.598,1,0.0506,0.00523,0.00429,0.226,0.682,177.156,4
Pepas,Farruko,2021-06-24,287120,79,0.762,0.766,7,-3.955,1,0.0343,0.00776,0.0000698,0.128,0.442,130.001,4
Koala,Oliver Heldens,2014-12-05,264759,41,0.706,0.934,3,-5.504,0,0.0474,0.0243,0.922,0.876,0.452,128.016,4
Melting,Kali Uchis,2015-02-04,208853,78,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,4
telepatía,Kali Uchis,2020-12-04,160191,82,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,4
Ooh Love,Ria Mae,2014,205747,33,0.517,0.833,5,-5.638,0,0.0596,0.0236,0,0.233,0.514,172.012,4
Southern Comfort,GLORYWAVE,2022-03-04,300000,0,0.67,0.696,0,-8.226,1,0.0276,0.000825,0.0145,0.125,0.629,122.974,4
Bend,Ria Mae,2017-11-03,212773,31,0.707,0.739,0,-6.532,0,0.0271,0.00721,0.0012,0.107,0.645,109.013,4
Are U There?,Mura Masa,2015-04-10,160186,34,0.567,0.323,2,-12.122,0,0.468,0.372,0.000037,0.0933,0.247,75.007,1
Borderline,Tame Impala,2020-02-14,237800,81,0.621,0.873,5,-3.067,0,0.0369,0.0406,0.0000091,0.0824,0.873,97.96,4
Breathe Deeper,Tame Impala,2020-02-14,372866,64,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,4
Missing,"Fabich,Liv Dawson",2022-02-15,193386,0,0.701,0.509,11,-8.443,0,0.0305,0.251,0,0.266,0.379,107.017,4
Pretend,"Fabich,fika",2022-02-15,191893,0,0.807,0.553,7,-7.269,1,0.039,0.132,0,0.106,0.922,103.974,4
Bad Habits,Ed Sheeran,2021-10-25,230746,80,0.807,0.893,11,-3.745,0,0.0347,0.0451,0.0000279,0.366,0.537,126.011,4
Only One,"Kanye West,Paul McCartney",2015-01-08,280226,54,0.732,0.243,0,-6.023,1,0.0435,0.939,0,0.111,0.106,102.087,4
Sixty,Weston Estate,2022-02-25,136760,45,0.516,0.459,11,-10.234,1,0.163,0.528,0.0000139,0.117,0.184,80.963,4
Kahlil Gibran,STRFKR,2013-02-12,241413,0,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,4
South Street,Brutalist,2020-07-30,267114,35,0.758,0.48,0,-10.517,0,0.0526,0.0671,0.893,0.148,0.47,115.012,4
Tunnel,"Polo & Pan,Channel Tres",2021-06-25,310573,55,0.73,0.505,2,-9.248,1,0.0606,0.119,0.711,0.148,0.38,119.995,4
float,Snowy Weather,2022-02-22,104000,0,0.401,0.464,5,-13.077,0,0.0356,0.171,0.857,0.0929,0.0954,119.898,4
Sahara,Hensonn,2021-11-16,171384,72,0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016,4
Street You Live On,Remi Wolf,2021-10-15,213976,42,0.542,0.667,4,-7.001,1,0.0581,0.00194,0.002,0.125,0.563,155.984,4
The Last Goodbye,"ODESZA,Bettye LaVette",2022-02-08,358983,63,0.662,0.918,9,-2.71,1,0.0765,0.00747,0.00219,0.125,0.143,114.978,4
"bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)","Mura Masa,Lil Uzi Vert,PinkPantheress,Shygirl",2022-02-22,172953,47,0.719,0.818,11,-4.674,0,0.0424,0.167,0.000107,0.0362,0.761,148.008,4
Leave With You,"2XM,Quails",2018-07-18,382857,34,0.648,0.409,6,-16.127,1,0.0366,0.0555,0.192,0.0923,0.261,126.035,4
Blight (feat. fortune),"QUIET BISON,fortune",2021-10-08,233509,0,0.622,0.474,1,-3.11,0,0.0645,0.469,0.00113,0.452,0.171,92.149,4
In Love With You,The Paradise,2003-02-14,254066,0,0.426,0.903,1,-5.822,1,0.0659,0.000135,0.0256,0.699,0.12,121.03,4
Heybb!,binki,2019-10-17,148607,51,0.654,0.972,6,-2.872,0,0.103,0.0174,0,0.402,0.687,117.009,4
Butter & Gold,OAKK,2021-10-29,180923,0,0.272,0.481,9,-9.959,1,0.0494,0.199,0.0846,0.356,0.0359,86.634,4
Warn Ya,"The Funk Hunters,Defunk,Akylla",2021-03-04,276741,28,0.635,0.649,4,-6.636,0,0.0434,0.00552,0.0824,0.259,0.194,105.014,4
Feel You,"RAC,Jonas Bjerre",2021-03-26,278466,27,0.481,0.553,0,-6.639,1,0.0314,0.718,0.0322,0.168,0.298,135.025,4
Roll Some Mo,Lucky Daye,2019-05-24,292884,54,0.389,0.507,11,-9.026,1,0.0621,0.259,0.0441,0.142,0.364,74.718,4
THINKING,veggi,2021-07-09,120022,0,0.868,0.725,6,-8.233,0,0.17,0.101,0.00294,0.114,0.352,108.01,4
AS LONG AS THAT LOVE IS DIVINE,Mono/Poly,2020-10-16,292320,26,0.698,0.845,5,-4.84,1,0.0893,0.191,0.72,0.326,0.208,125.017,4
Cartwheel,Jam City,2020-11-13,218181,0,0.487,0.806,1,-6.991,1,0.0585,0.0054,0.0928,0.138,0.55,77.029,4
SWIM,BROCKHAMPTON,2017-06-09,213375,38,0.659,0.493,4,-9.161,1,0.0357,0.147,0.00000346,0.114,0.497,92.989,4
Lose My Cool (feat. NLE Choppa),"070 Shake,NLE Choppa",2021-12-03,190507,38,0.762,0.633,0,-5.934,0,0.0676,0.373,0,0.0729,0.723,132.978,4
Taxi’s Here,Tame Impala,2017-11-16,287306,48,0.571,0.568,7,-6.969,0,0.0316,0.621,0.513,0.0687,0.431,101.001,4
Mine,"BAYNK,Cub Sport",2022-01-14,240924,46,0.747,0.651,11,-7.063,0,0.137,0.476,0.000161,0.257,0.502,116.975,4
Find Someone Like You,Snoh Aalegra,2019-08-16,206465,0,0.531,0.483,6,-9.729,0,0.0467,0.763,0.00000158,0.16,0.414,84.814,4
My House,Jodie Harsh,2021-02-19,175413,43,0.641,0.947,6,-6.537,0,0.0331,0.0194,0.58,0.114,0.939,130.051,4
Rock the Casbah - Remastered,The Clash,1982,222426,70,0.797,0.872,9,-6.727,0,0.0575,0.291,0,0.284,0.866,129.885,4
Scared Money (feat. J. Cole and Moneybagg Yo),"YG,J. Cole,Moneybagg Yo",2022-02-04,204285,56,0.898,0.58,8,-7.632,0,0.26,0.0101,0,0.169,0.661,84.018,4
It's Been a Little Heavy Lately,Joesef,2022-02-03,221871,0,0.722,0.824,6,-3.917,1,0.0701,0.157,0.000447,0.395,0.672,113.993,4
Dreams,Bazzi,2018-04-12,147020,53,0.663,0.666,6,-5.441,1,0.125,0.583,0.00000385,0.222,0.605,159.983,4
Tide Pool,E.VAX,2000,240466,9,0.843,0.611,3,-13.449,0,0.139,0.799,0.761,0.104,0.828,109.998,4
Atlantis / DM,Magic City Hippies,2022-01-21,270360,29,0.458,0.633,0,-7.742,1,0.135,0.363,0.000932,0.105,0.442,86.872,4
Colors and Shapes,Mac Miller,2021-10-15,331104,47,0.645,0.458,7,-8.888,0,0.0537,0.522,0.0914,0.291,0.397,142.175,4
Curious Alice,Memorex Memories,2018-10-10,206158,42,0.383,0.512,8,-17.868,1,0.0601,0.0951,0.892,0.115,0.293,170.034,4
You've Got To Let Go If You Want To Be Free,"Disclosure,Zedd",2022-01-28,253786,50,0.658,0.908,4,-8.071,0,0.186,0.0335,0.0198,0.221,0.45,123.92,4
9 (After Coachella) (feat. MØ & SOPHIE),"Cashmere Cat,MØ,SOPHIE",2017-04-28,272524,32,0.701,0.435,2,-6.401,1,0.0982,0.488,0.0000184,0.105,0.466,134.961,4
Queen,Magic City Hippies,2022-01-21,146386,54,0.7,0.551,2,-6.89,1,0.137,0.239,0.00344,0.132,0.634,174.005,4
Kind of Freak,Cool Company,2021-09-17,225760,30,0.867,0.561,0,-6.671,1,0.078,0.0436,0.0000038,0.402,0.833,104.007,4
Diamond,Magic City Hippies,2022-01-21,228200,39,0.646,0.777,10,-6.311,0,0.117,0.381,0.0358,0.342,0.722,82.967,4
Coastin’,Victoria Monét,2021-08-05,175319,57,0.807,0.481,8,-7.362,0,0.0713,0.0264,0.00000128,0.112,0.748,91.005,4
Streets - Disclosure Remix,"Doja Cat,Disclosure",2021-03-12,254280,49,0.697,0.701,2,-7.426,1,0.142,0.393,0.0208,0.28,0.41,117.986,4
GROWING PAINS,"kerri,Naji",2021-05-19,214426,0,0.673,0.362,9,-15.173,1,0.106,0.403,0.623,0.104,0.174,122.107,4
Sunny,"L'Tric,Chloe Wilson",2020-08-14,289947,30,0.737,0.852,6,-5.045,0,0.0379,0.000795,0.28,0.137,0.476,123.001,4
Windhorse,"Of The Trees,Sophie Marks",2021-10-07,234244,47,0.347,0.352,6,-10.401,1,0.1,0.296,0.839,0.139,0.207,75.306,3
The Secret History,"The Chamber Orchestra Of London,Andrew Skeet",2014-08-26,302095,0,0.228,0.22,3,-14.032,0,0.0357,0.893,0.171,0.119,0.0383,123.69,4
6's to 9's,"Big Wild,Rationale",2019-02-01,206073,62,0.714,0.663,8,-5.799,1,0.0694,0.145,0,0.264,0.64,95.497,4
"Grammy Family (feat. DJ Khaled, Kanye West & John Legend) - Clean Album Version","Consequence,DJ Khaled,Kanye West,John Legend",2007-03-06,204840,24,0.56,0.923,9,-3.829,0,0.0867,0.00181,0,0.348,0.74,95.044,4
no company // can't feel a thing,Flowervillain,2021-10-19,465097,31,0.466,0.528,1,-11.206,0,0.182,0.175,0.00223,0.189,0.0902,83.986,4
Never Know,Wiki,2021-07-19,182846,12,0.77,0.419,2,-11.044,1,0.287,0.258,0,0.089,0.311,84.012,4
Slow It Down (feat. Jordan Dennis),"Dugong Jr,Jordan Dennis",2020-11-13,198087,0,0.693,0.57,9,-8.103,1,0.237,0.283,0.00000243,0.282,0.502,109.958,4
DRUGS,lil aaron,2016-10-31,116413,51,0.475,0.776,0,-4.745,1,0.039,0.000715,0,0.597,0.561,165.088,4
DROWNiNG,"Yung Jamo,Skeletonprince",2021-11-24,105386,0,0.676,0.552,11,-6.903,1,0.109,0.0166,0,0.424,0.669,109.993,4
Manila,E.VAX,2021-09-17,172733,17,0.506,0.77,7,-10.637,0,0.0478,0.386,0.824,0.094,0.694,118.158,4
Karst,E.VAX,2021-09-17,193373,24,0.688,0.378,5,-15.471,0,0.0605,0.884,0.817,0.255,0.567,159.145,4
Philipp Dolphia,"Jacob Korn,good guy mikesh,Filburt",2012-07-06,434921,0,0.464,0.631,1,-11.486,1,0.036,0.000704,0.511,0.236,0.269,115.996,4
HALOHEAD,"KUNZITE,Ratatat",2021-08-20,204880,0,0.338,0.956,11,-3.034,0,0.389,0.0157,0.0172,0.763,0.326,150.368,4
Moonlight,"Phantoms,Sarah Close",2020-10-22,224722,39,0.751,0.663,0,-6.373,0,0.0429,0.272,0.00607,0.111,0.423,125.953,4
LEMON SWAYZE,"KUNZITE,Ratatat",2021-08-20,318146,0,0.632,0.979,0,-2.641,1,0.0421,0.0247,0.094,0.142,0.66,105.005,4
THE TRADE,"Jak Bannon,quickly, quickly",2020-04-30,234200,28,0.735,0.5,7,-5.446,1,0.0322,0.301,0.0254,0.0827,0.316,122.977,4
Diversions,Bearcubs,2020-05-15,293733,29,0.721,0.552,6,-10.227,0,0.0656,0.696,0.593,0.093,0.163,98.994,4
You Should Run,"Moore Kismet,Pauline Herr",2020-10-30,299255,34,0.636,0.776,6,-4.019,0,0.335,0.359,0.00141,0.533,0.257,120.019,4
Lifetime (with Ty Dolla $ign & 070 Shake),"Swedish House Mafia,Ty Dolla $ign,070 Shake",2021-07-19,186805,0,0.591,0.719,11,-7.824,0,0.215,0.0201,0.00000317,0.906,0.142,100.014,4
Slow Down,Gilligan Moss,2021-04-09,256957,36,0.856,0.754,0,-6.042,1,0.0561,0.0251,0.362,0.0452,0.85,123.994,4
Big Mike's,Dijon,2021-11-05,275638,47,0.278,0.423,1,-9.707,1,0.0786,0.907,0.0119,0.107,0.326,86.415,3
Barbra Streisand (Radio Edit),Duck Sauce,2010-10-15,194531,0,0.763,0.925,1,-1.997,1,0.0969,0.000737,0.136,0.218,0.455,127.95,4
Walk The Line,Jadu Heart,2020-09-25,193342,52,0.746,0.445,0,-8.102,0,0.0366,0.172,0.000229,0.337,0.591,106,3
The Vibe (feat. FUEG),"Fresh Mode,FUEG",2019-09-06,163560,42,0.728,0.81,0,-6.946,1,0.305,0.449,0.0391,0.309,0.336,121.076,4
Hoes at Trader Joe's,Chris Crack,2020-04-19,87716,36,0.689,0.763,2,-6.295,0,0.0447,0.0414,0,0.298,0.891,99.246,4
Gipsy,"Moksi,Haj",2019-08-02,268077,50,0.671,0.685,2,-7.893,1,0.0347,0.0116,0.336,0.297,0.0802,123.948,4
chix - Unfinished,Jai Paul,2013-04-13,56880,40,0.65,0.473,9,-7.75,1,0.11,0.484,0.103,0.157,0.392,90.023,4
Hippies (feat. Two Another),"The Magician,Two Another",2021-05-14,176125,52,0.911,0.656,0,-5.255,1,0.321,0.0115,0.00000934,0.101,0.81,121.012,4
Growing,RICEWINE,2020-04-24,235037,31,0.741,0.713,1,-3.821,0,0.199,0.572,0.0000153,0.221,0.862,95.003,4
Daily Stroll,"Elusive,Josh Howard",2021-09-24,129257,0,0.488,0.503,2,-8.863,1,0.0318,0.519,0.143,0.246,0.252,77.977,4
Nights,Jesper Ryom,2020-12-04,344166,26,0.562,0.667,1,-10.222,1,0.0388,0.00954,0.864,0.151,0.641,127.033,4
Oidar,Hether,2021-01-15,208500,39,0.891,0.576,9,-10.857,0,0.0708,0.0214,0.322,0.171,0.696,119.942,4
Per la Luna,Bad Snacks,2020-04-10,160503,25,0.782,0.697,11,-7.21,0,0.0602,0.397,0.829,0.217,0.669,112.052,4
Before U Met My Body,Touch Sensitive,2019-11-22,239813,0,0.284,0.831,1,-5.664,0,0.168,0.00297,0.0248,0.0883,0.222,215.509,4
Cold Tears,METRES,2021-12-10,300483,0,0.605,0.661,7,-8.841,1,0.0347,0.0819,0.751,0.268,0.777,149.991,4
what i'm giving you,Sweeps,2019-10-01,116625,0,0.641,0.776,2,-8.203,1,0.11,0.308,0.674,0.403,0.613,95.042,4
Charmander,Aminé,2021-11-05,131883,55,0.708,0.552,10,-7.101,1,0.0714,0.542,0.00377,0.175,0.596,87.195,4
Sister,TSHA,2020-08-18,268829,42,0.63,0.783,4,-7.35,1,0.0313,0.0079,0.779,0.157,0.399,119.981,4
Lose My Mind (feat. Mr Gabriel),Jai Wolf,2019-04-05,258545,47,0.607,0.775,3,-6.038,1,0.0399,0.00843,0.492,0.305,0.506,140.019,4
Island Fever,"Just A Gent,Samsaruh",2021-07-30,231600,33,0.668,0.638,8,-6.935,1,0.0663,0.0403,0.152,0.0648,0.722,100.037,4
Californication (Feels Like I'm Falling In Love),Col3trane,2021-11-05,180327,0,0.676,0.773,7,-7.93,1,0.0797,0.0457,0.0539,0.0788,0.299,115.031,4
Brown Noise 140 hz Sharp Q,Granular,2019-07-07,139872,53,0.205,0.337,1,-37.221,1,0.0647,0.751,0.972,0.112,0.18,135.284,1
I See You Sometimes,"Vegyn,Jeshi",2021-02-18,185786,0,0.568,0.654,7,-7.604,1,0.161,0.213,0.076,0.119,0.559,104.894,4
Heatwave,Cobra Man,2020-09-09,228540,38,0.552,0.726,0,-6.896,0,0.0324,0.00495,0.0000352,0.439,0.633,80.488,4
Los Angeles,"Robotaki,Maiah Manser",2020-03-27,211200,34,0.298,0.829,0,-4.831,0,0.0764,0.00473,0.186,0.093,0.215,199.857,4
Tate (how i feel),Fred again..,2021-11-19,222250,59,0.781,0.765,0,-8.228,1,0.221,0.163,0.00112,0.903,0.64,125.197,4
Storm,"Worakls,Rusanda Panfili",2020-12-18,420052,36,0.518,0.417,11,-13.601,0,0.0481,0.0287,0.66,0.0597,0.0738,120.027,4
Forest Language,Pambouk,2021-01-22,456265,16,0.792,0.692,11,-9.581,1,0.0498,0.00558,0.866,0.0516,0.31,120.003,4
Crust,Flying Lotus,2021-04-30,133520,0,0.676,0.408,9,-7.937,1,0.0811,0.576,0.867,0.201,0.226,106.515,3
Shibuya (feat. Syd),"Free Nationals,Syd",2019-11-08,144515,37,0.743,0.519,4,-11.383,0,0.0617,0.137,0.55,0.0502,0.737,93.005,4
Emotional Intelligence,"Chaos In The CBD,Nathan Haines,Dave Koor",2020-03-10,380000,49,0.704,0.659,10,-9.584,0,0.0493,0.0375,0.845,0.102,0.453,123.037,4
Faisal (envelops me),Fred again..,2021-11-19,250291,55,0.726,0.603,9,-8.283,0,0.0613,0.309,0.0519,0.102,0.284,122.024,4
3000,kryptogram,2021-04-30,283333,18,0.797,0.939,6,-6.086,0,0.0797,0.0256,0.59,0.199,0.639,127.99,4
Douha (Mali Mali),"Disclosure,Fatoumata Diawara",2020-08-28,294600,48,0.736,0.808,0,-6.015,1,0.157,0.0366,0.000935,0.11,0.436,123.95,4
Water Runs Dry,"Hoodboi,DiRTY RADiO",2019-10-03,255941,24,0.881,0.62,5,-8.43,0,0.275,0.000465,0.0165,0.105,0.616,121.985,4
Gigi (what you went through),Fred again..,2021-11-19,199000,41,0.422,0.714,8,-8.644,1,0.118,0.281,0.115,0.209,0.174,124.167,4
Alter Ego,"Duke Dumont,Channel Tres",2021-05-21,205496,37,0.733,0.903,8,-6.019,1,0.0627,0.00592,0.489,0.0803,0.728,124.992,4
Quiet On Set,Remi Wolf,2021-10-15,195038,45,0.84,0.572,9,-4.796,1,0.28,0.0129,0.00000681,0.0714,0.653,100.085,4
Volkiano,Remi Wolf,2021-10-15,235304,40,0.7,0.525,5,-7.275,0,0.0673,0.0156,0.000296,0.0967,0.359,89.48,4
The Dress,Dijon,2021-11-05,184767,64,0.747,0.531,8,-5.99,1,0.0477,0.266,0.0000018,0.192,0.785,88.009,4
