Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2qa3vv0vGeVUZnwlwoKpDY,"5cj0lLjcoR7YOSnhnX0Po5","Fancy","Amala","Doja Cat",2018-03-30,179186,46,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.739,0.737,2,-5.78,1,0.0375,0.0637,0,0.483,0.148,110.976,4
2nNlfZtsryTNse0Oru6FcO,"5cj0lLjcoR7YOSnhnX0Po5","Wild Beach","Amala","Doja Cat",2018-03-30,204360,45,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.715,0.675,4,-6.669,0,0.0859,0.249,0.000725,0.115,0.355,120.042,4
0owMmMqkYKJ4g6UcaH5Pho,"5cj0lLjcoR7YOSnhnX0Po5","Morning Light","Amala","Doja Cat",2018-03-30,239493,44,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.593,0.505,0,-8.169,1,0.0257,0.0329,0.00196,0.194,0.139,139.941,4
1VJwtWR6z7SpZRwipI12be,"5cj0lLjcoR7YOSnhnX0Po5","Candy","Amala","Doja Cat",2018-03-30,190920,74,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.163,0.209,124.876,4
7FhZ0fcmBhizimiHxnCAK6,"5cj0lLjcoR7YOSnhnX0Po5","Game","Amala","Doja Cat",2018-03-30,195746,44,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.722,0.766,11,-5.566,0,0.055,0.00134,0.00493,0.142,0.635,119.962,4
2tT9weSQUFDWsVgHBYz3G6,"5cj0lLjcoR7YOSnhnX0Po5","Casual","Amala","Doja Cat",2018-03-30,240386,57,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.653,0.632,9,-6.866,0,0.0993,0.0827,0.00000296,0.0669,0.323,128.02,4
3LCb6fZ8VZaeXfXfHgEt1j,"5cj0lLjcoR7YOSnhnX0Po5","Down Low","Amala","Doja Cat",2018-03-30,211106,43,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.556,0.745,6,-6.409,0,0.169,0.00184,0,0.367,0.442,141.252,4
02z7THtFYTnqMTe4dPFhvR,"5cj0lLjcoR7YOSnhnX0Po5","Body Language","Amala","Doja Cat",2018-03-30,245240,48,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.717,0.47,8,-7.081,1,0.0478,0.277,0,0.104,0.682,96.491,4
0iwRj9AOAcND08jDmg75pm,"5cj0lLjcoR7YOSnhnX0Po5","All Nighter","Amala","Doja Cat",2018-03-30,193666,45,spotify:user:12132863200,2023-11-04T03:19:49Z,"dance pop,pop",0.8,0.551,2,-6.249,1,0.162,0.198,0.0102,0.0776,0.223,129.994,4
00bWqt93aqLXqKtzZoq7Jw,"5cj0lLjcoR7YOSnhnX0Po5","MOOO!","MOOO!","Doja Cat",2018-08-31,286516,53,spotify:user:12132863200,2023-11-04T03:19:51Z,"dance pop,pop",0.878,0.407,7,-10.941,1,0.233,0.459,0,0.111,0.546,89.007,4
